hall_1,hall_2,hall_3,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,quat_1,quat_2,quat_3,quat_4
19.17190,40.43750,27.73440,-0.45780,-0.28570,0.86910,-6.68970,7.69080,1.60570,0.96030,-0.12880,0.24260,-0.04940
19.28120,40.51560,27.79690,-0.45820,-0.28770,0.87630,-5.19440,6.25640,0.99530,0.96020,-0.12990,0.24250,-0.04950
19.01560,40.06250,27.73440,-0.46110,-0.29100,0.88210,-4.24830,4.82210,-0.13380,0.96010,-0.13080,0.24220,-0.04970
18.89060,40.17190,27.37500,-0.46380,-0.28760,0.88350,-3.97370,3.35730,-1.26300,0.96010,-0.13140,0.24160,-0.05000
19.12500,40.37500,27.60940,-0.46270,-0.27730,0.87850,-4.03470,1.95350,-2.14800,0.96020,-0.13100,0.24140,-0.04990
19.28120,40.50000,27.76560,-0.45780,-0.26590,0.86670,-4.27880,0.79380,-2.69730,0.96030,-0.13050,0.24140,-0.04990
19.29690,40.50000,27.82810,-0.45240,-0.25720,0.85460,-4.49250,-0.12170,-2.84990,0.96040,-0.13000,0.24130,-0.04980
19.25000,40.50000,27.79690,-0.45060,-0.25390,0.84610,-4.46190,-0.76260,-2.51420,0.96050,-0.12950,0.24140,-0.04970
19.28120,40.56250,27.81250,-0.45310,-0.25670,0.84370,-4.06520,-1.12880,-1.81230,0.96050,-0.12890,0.24160,-0.04940
19.32810,40.60940,27.90620,-0.45710,-0.26500,0.84630,-3.33280,-1.28140,-0.89680,0.96040,-0.12860,0.24220,-0.04920
19.42190,40.67190,27.96880,-0.45880,-0.27100,0.84810,-2.26470,-1.55610,-0.10330,0.96020,-0.12880,0.24300,-0.04900
19.37500,40.62500,27.95310,-0.45840,-0.27260,0.84750,-1.31860,-1.89180,0.44600,0.96000,-0.12910,0.24360,-0.04880
19.37500,40.60940,27.92190,-0.45830,-0.27600,0.84490,-1.04400,-2.07490,0.59860,0.95980,-0.12980,0.24410,-0.04880
19.42190,40.60940,27.90620,-0.45780,-0.27980,0.84320,-1.37970,-2.07490,0.53760,0.95960,-0.13070,0.24430,-0.04890
19.40620,40.59380,27.89060,-0.45750,-0.28230,0.84450,-1.86800,-2.16640,0.53760,0.95940,-0.13180,0.24430,-0.04890
19.42190,40.60940,27.85940,-0.45930,-0.28350,0.84770,-2.23420,-2.25800,0.50700,0.95930,-0.13280,0.24450,-0.04900
19.45310,40.57810,27.85940,-0.46080,-0.28180,0.84920,-2.41730,-2.31900,0.41550,0.95900,-0.13340,0.24500,-0.04890
19.43750,40.60940,27.85940,-0.45920,-0.27750,0.84770,-2.53930,-2.38000,0.29340,0.95920,-0.13270,0.24490,-0.04850
19.42190,40.60940,27.85940,-0.45590,-0.27360,0.84650,-2.50880,-2.34950,0.07980,0.95940,-0.13210,0.24450,-0.04830
19.40620,40.57810,27.85940,-0.45390,-0.27310,0.84760,-2.11210,-2.19690,-0.13380,0.95970,-0.13160,0.24380,-0.04810
19.39060,40.62500,27.87500,-0.45400,-0.27480,0.84760,-1.50170,-2.04440,-0.19490,0.95990,-0.13120,0.24300,-0.04800
19.45310,40.67190,27.93750,-0.45400,-0.27650,0.84540,-1.13550,-1.89180,-0.07280,0.95970,-0.13200,0.24330,-0.04810
19.42190,40.57810,27.92190,-0.45220,-0.27900,0.84270,-1.04400,-1.86120,0.01880,0.95960,-0.13300,0.24310,-0.04830
19.42190,40.59380,27.87500,-0.44910,-0.28130,0.84040,-0.98290,-1.83070,-0.04230,0.95960,-0.13400,0.24270,-0.04850
19.43750,40.60940,27.87500,-0.44900,-0.28020,0.83920,-0.79980,-1.61710,-0.04230,0.95950,-0.13500,0.24260,-0.04870
19.46880,40.59380,27.82810,-0.45120,-0.27850,0.84100,-0.64720,-1.15930,0.01880,0.95950,-0.13420,0.24290,-0.04840
19.46880,40.56250,27.85940,-0.45320,-0.28130,0.84420,-0.64720,-0.70160,0.01880,0.95930,-0.13480,0.24350,-0.04840
19.43750,40.59380,27.87500,-0.45420,-0.28530,0.84660,-0.70830,-0.54900,-0.10330,0.95920,-0.13580,0.24320,-0.04860
19.42190,40.59380,27.85940,-0.45440,-0.28640,0.84760,-0.86090,-0.54900,-0.31690,0.95910,-0.13680,0.24290,-0.04890
19.45310,40.62500,27.87500,-0.45350,-0.28530,0.84560,-1.16600,-0.48800,-0.71370,0.95920,-0.13600,0.24320,-0.04870
19.45310,40.59380,27.92190,-0.45260,-0.28440,0.84300,-1.56280,-0.36590,-1.11040,0.95890,-0.13690,0.24350,-0.04880
19.43750,40.57810,27.90620,-0.45170,-0.28540,0.84410,-1.83740,-0.51850,-1.35450,0.95920,-0.13680,0.24270,-0.04900
19.43750,40.59380,27.89060,-0.45160,-0.28570,0.84690,-1.77640,-0.79310,-1.35450,0.95940,-0.13650,0.24190,-0.04900
19.42190,40.60940,27.87500,-0.45350,-0.28280,0.85580,-1.28810,-1.31190,-1.35450,0.95960,-0.13580,0.24150,-0.04890
19.39060,40.60940,27.85940,-0.45700,-0.27480,0.86130,-0.70830,-1.43400,-1.47660,0.95980,-0.13500,0.24130,-0.04880
19.37500,40.64060,27.87500,-0.45680,-0.27060,0.85680,-0.67780,-1.22040,-1.78180,0.95990,-0.13420,0.24130,-0.04870
19.42190,40.64060,27.89060,-0.45210,-0.27340,0.84540,-1.13550,-0.97620,-2.05640,0.95990,-0.13340,0.24160,-0.04860
19.42190,40.67190,27.89060,-0.44570,-0.27780,0.83590,-1.56280,-0.79310,-1.96490,0.95970,-0.13440,0.24190,-0.04880
19.35940,40.67190,27.85940,-0.44300,-0.27890,0.83260,-1.71540,-0.51850,-1.44610,0.95960,-0.13550,0.24160,-0.04910
19.34380,40.65620,27.85940,-0.44600,-0.27780,0.83660,-1.56280,-0.09120,-0.77470,0.95970,-0.13470,0.24190,-0.04890
19.34380,40.65620,27.82810,-0.45150,-0.27840,0.84500,-1.28810,0.24450,-0.22540,0.95970,-0.13390,0.24220,-0.04860
19.31250,40.60940,27.78120,-0.45490,-0.28210,0.85190,-1.01350,0.12240,0.17130,0.95960,-0.13350,0.24300,-0.04830
19.31250,40.64060,27.81250,-0.45390,-0.28670,0.85530,-0.79980,-0.39640,0.35440,0.95960,-0.13420,0.24240,-0.04860
19.31250,40.67190,27.84380,-0.45060,-0.28840,0.85480,-0.89140,-1.06780,0.29340,0.95970,-0.13490,0.24160,-0.04880
19.34380,40.60940,27.92190,-0.44790,-0.28720,0.85100,-1.37970,-1.52560,-0.01180,0.95980,-0.13570,0.24070,-0.04900
19.32810,40.65620,27.87500,-0.44760,-0.28490,0.84740,-2.05110,-1.67810,-0.28640,0.95990,-0.13650,0.23990,-0.04920
19.35940,40.65620,27.92190,-0.44950,-0.28300,0.84650,-2.44780,-1.58660,-0.40850,0.95980,-0.13600,0.24050,-0.04890
19.39060,40.64060,27.93750,-0.45180,-0.28170,0.84810,-2.26470,-1.49500,-0.34750,0.95980,-0.13550,0.24090,-0.04860
19.39060,40.68750,27.95310,-0.45330,-0.28140,0.84850,-1.77640,-1.46450,-0.31690,0.95970,-0.13500,0.24150,-0.04830
19.37500,40.67190,27.96880,-0.45350,-0.28130,0.84610,-1.37970,-1.22040,-0.25590,0.95960,-0.13480,0.24230,-0.04810
19.32810,40.68750,27.95310,-0.45230,-0.28080,0.84590,-1.16600,-0.82360,-0.34750,0.95960,-0.13400,0.24260,-0.04780
19.31250,40.73440,28.01560,-0.45210,-0.28250,0.84930,-0.98290,-0.54900,-0.46950,0.95970,-0.13460,0.24180,-0.04800
19.31250,40.68750,28.01560,-0.45150,-0.28310,0.85140,-0.52520,-0.61000,-0.46950,0.95990,-0.13480,0.24080,-0.04820
19.32810,40.64060,27.98440,-0.44840,-0.28140,0.85020,-0.00640,-0.82360,-0.37800,0.96020,-0.13440,0.24000,-0.04830
19.31250,40.65620,28.01560,-0.44550,-0.28260,0.84690,0.17670,-0.88470,-0.34750,0.96020,-0.13520,0.23940,-0.04860
19.29690,40.59380,27.98440,-0.44490,-0.28820,0.84390,-0.12840,-0.73210,-0.40850,0.96010,-0.13610,0.23940,-0.04880
19.31250,40.56250,27.95310,-0.44730,-0.29160,0.84540,-0.46410,-0.57950,-0.43900,0.95990,-0.13700,0.23960,-0.04900
19.31250,40.56250,27.92190,-0.45150,-0.28780,0.85040,-0.64720,-0.54900,-0.43900,0.95970,-0.13710,0.24040,-0.04890
19.31250,40.57810,27.93750,-0.45280,-0.28250,0.85260,-0.89140,-0.57950,-0.56110,0.95980,-0.13630,0.24060,-0.04860
19.32810,40.67190,27.98440,-0.45000,-0.28150,0.84940,-1.22710,-0.64050,-0.80520,0.95990,-0.13540,0.24060,-0.04840
19.34380,40.68750,28.01560,-0.44540,-0.28350,0.84450,-1.37970,-0.70160,-0.89680,0.96000,-0.13620,0.23980,-0.04870
19.37500,40.70310,27.96880,-0.44340,-0.28380,0.84210,-1.07450,-0.76260,-0.59160,0.96000,-0.13710,0.23920,-0.04900
19.29690,40.67190,27.96880,-0.44500,-0.28130,0.84410,-0.43360,-0.79310,-0.07280,0.96010,-0.13620,0.23940,-0.04870
19.35940,40.68750,28.00000,-0.44820,-0.27900,0.84780,0.05470,-0.67110,0.32390,0.96020,-0.13530,0.23970,-0.04840
19.37500,40.70310,28.00000,-0.44990,-0.27970,0.84780,0.14620,-0.42690,0.41550,0.96010,-0.13450,0.24030,-0.04810
19.37500,40.68750,28.04690,-0.44910,-0.28350,0.84450,-0.03690,-0.15230,0.32390,0.95990,-0.13520,0.24080,-0.04820
19.35940,40.68750,28.03120,-0.44790,-0.28770,0.84250,-0.18950,0.12240,0.29340,0.95970,-0.13610,0.24100,-0.04830
19.37500,40.67190,28.03120,-0.44670,-0.28930,0.84280,-0.15900,0.27500,0.41550,0.95960,-0.13700,0.24090,-0.04850
19.35940,40.67190,28.03120,-0.44720,-0.28860,0.84660,0.14620,0.24450,0.59860,0.95960,-0.13780,0.24030,-0.04880
19.35940,40.65620,28.01560,-0.45010,-0.28800,0.85410,0.51240,0.06140,0.65960,0.95990,-0.13700,0.23990,-0.04860
19.37500,40.62500,28.01560,-0.45200,-0.28890,0.86080,0.75660,-0.12170,0.44600,0.96010,-0.13640,0.23920,-0.04860
19.40620,40.64060,28.01560,-0.44950,-0.29100,0.86310,0.66500,-0.36590,-0.01180,0.96030,-0.13660,0.23830,-0.04880
19.31250,40.54690,27.96880,-0.44540,-0.29220,0.86110,0.20720,-0.73210,-0.59160,0.96040,-0.13710,0.23740,-0.04910
19.32810,40.59380,27.93750,-0.44410,-0.29230,0.85730,-0.37260,-1.15930,-1.11040,0.96040,-0.13800,0.23680,-0.04940
19.34380,40.60940,28.01560,-0.44550,-0.29220,0.85540,-0.76930,-1.52560,-1.41560,0.96020,-0.13880,0.23710,-0.04960
19.37500,40.64060,28.00000,-0.44780,-0.29440,0.86180,-0.95240,-1.95280,-1.56820,0.96040,-0.13900,0.23610,-0.04980
19.42190,40.65620,28.04690,-0.45100,-0.30380,0.88260,-1.07450,-2.80730,-1.81230,0.96060,-0.13960,0.23500,-0.05020
19.39060,40.62500,28.07810,-0.45390,-0.31870,0.90960,-1.13550,-4.79090,-2.54470,0.96080,-0.14020,0.23380,-0.05060
19.42190,40.67190,28.03120,-0.45670,-0.33480,0.93220,-1.56280,-8.48360,-3.91800,0.96100,-0.14110,0.23230,-0.05100
19.37500,40.68750,28.07810,-0.46100,-0.35080,0.96020,-2.63090,-13.61050,-5.77960,0.96130,-0.14210,0.23040,-0.05150
19.39060,40.73440,28.09380,-0.46050,-0.35740,1.00420,-2.93610,-18.82900,-7.61060,0.96170,-0.14290,0.22790,-0.05210
19.37500,40.70310,28.12500,-0.45440,-0.34800,1.03970,2.46550,-20.32440,-9.19760,0.96230,-0.14280,0.22520,-0.05280
19.25000,40.57810,28.14060,-0.45480,-0.32630,1.01510,17.14450,-11.81000,-11.39480,0.96300,-0.14120,0.22320,-0.05390
19.26560,40.70310,28.23440,-0.46810,-0.29610,0.93390,29.62620,4.33380,-13.98880,0.96320,-0.13820,0.22380,-0.05550
19.39060,40.84380,28.48440,-0.48810,-0.27290,0.86840,23.98040,16.87650,-13.89730,0.96290,-0.13600,0.22580,-0.05710
19.42190,40.96880,28.64060,-0.51690,-0.28210,0.86680,2.37400,21.57630,-9.74690,0.96230,-0.13570,0.22840,-0.05800
19.46880,41.06250,28.81250,-0.56170,-0.32280,0.93270,-19.59870,21.21000,-3.03300,0.96140,-0.13730,0.23110,-0.05800
19.53120,41.20310,29.01560,-0.61770,-0.36030,1.04390,-32.50760,15.22860,5.72550,0.96060,-0.13970,0.23350,-0.05690
19.60940,41.26560,29.23440,-0.68200,-0.37570,1.16660,-36.26130,3.02160,16.43720,0.96000,-0.14200,0.23490,-0.05460
19.73440,41.37500,29.42190,-0.73590,-0.38820,1.25970,-32.08040,-7.72060,27.11840,0.95980,-0.14360,0.23550,-0.05130
19.92190,41.50000,29.68750,-0.75960,-0.40940,1.29040,-24.69510,-6.16420,36.30420,0.95970,-0.14440,0.23640,-0.04740
20.04690,41.57810,29.90620,-0.77100,-0.44060,1.27770,-23.62700,10.01010,43.10960,0.95920,-0.14530,0.23870,-0.04330
20.12500,41.67190,30.03120,-0.79140,-0.49030,1.25620,-33.81990,33.38660,45.30680,0.95800,-0.14720,0.24300,-0.03910
20.14060,41.68750,30.09380,-0.80850,-0.55160,1.25230,-50.32990,56.24420,42.40770,0.95600,-0.15080,0.24910,-0.03520
20.21880,41.73440,30.12500,-0.81710,-0.59270,1.27920,-63.26930,74.61580,38.22680,0.95340,-0.15570,0.25660,-0.03170
20.25000,41.76560,30.17190,-0.83700,-0.58900,1.30950,-67.08400,87.79940,37.67740,0.95030,-0.16090,0.26510,-0.02840
20.32810,41.84380,30.25000,-0.85800,-0.56550,1.31000,-64.73420,96.86310,42.65180,0.94690,-0.16550,0.27450,-0.02470
20.35940,41.90620,30.25000,-0.85230,-0.54880,1.26450,-61.28570,102.63090,52.90570,0.94330,-0.16960,0.28450,-0.02040
