hall_1,hall_2,hall_3,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,quat_1,quat_2,quat_3,quat_4
10.34380,28.37500,7.07810,-0.47620,-0.87690,0.00580,-42.60890,-14.52600,57.30020,0.68320,-0.58140,0.43290,-0.08800
10.18750,28.14060,6.82810,-0.49160,-0.86660,0.01770,-38.45850,-15.47210,56.23210,0.68280,-0.58130,0.43490,-0.08240
10.14060,28.06250,6.65620,-0.50150,-0.84120,0.02350,-34.03350,-17.33370,54.46210,0.68260,-0.58090,0.43660,-0.07700
10.18750,28.10940,6.60940,-0.50710,-0.81140,0.01990,-31.37840,-19.71400,53.14990,0.68260,-0.58040,0.43820,-0.07150
10.06250,27.84380,6.54690,-0.50530,-0.79450,0.01110,-31.25640,-22.18600,52.75310,0.68270,-0.57990,0.43960,-0.06590
9.76560,27.64060,6.29690,-0.49950,-0.78550,0.00590,-32.99590,-23.89490,52.66160,0.68270,-0.57960,0.44080,-0.06020
9.95310,27.76560,6.25000,-0.49550,-0.77350,0.00660,-34.39970,-24.32220,52.50900,0.68270,-0.57930,0.44190,-0.05450
10.01560,27.79690,6.35940,-0.49240,-0.76010,0.01090,-33.39260,-23.62030,52.41740,0.68270,-0.57900,0.44310,-0.04890
10.03120,27.81250,6.40620,-0.49120,-0.74960,0.01710,-29.05910,-22.30800,52.69210,0.68280,-0.57840,0.44420,-0.04360
10.03120,27.78120,6.37500,-0.49570,-0.73550,0.02580,-21.39920,-20.66010,53.02780,0.68320,-0.57730,0.44550,-0.03860
10.12500,27.84380,6.37500,-0.50480,-0.70950,0.03510,-11.60310,-18.82900,52.96680,0.68400,-0.57560,0.44680,-0.03400
10.07810,27.79690,6.37500,-0.51190,-0.67140,0.04320,-2.32570,-16.96740,51.77660,0.68520,-0.57330,0.44830,-0.02980
10.12500,27.79690,6.35940,-0.51580,-0.62990,0.04830,3.96090,-15.41100,48.87740,0.68660,-0.57070,0.44970,-0.02600
10.18750,27.84380,6.37500,-0.51560,-0.59860,0.05010,6.92110,-14.31240,44.33030,0.68810,-0.56800,0.45100,-0.02260
10.15620,27.87500,6.34380,-0.51170,-0.57960,0.04950,7.86720,-13.54950,38.80660,0.68950,-0.56550,0.45210,-0.01960
10.14060,27.85940,6.35940,-0.50770,-0.56500,0.04980,8.78270,-12.35930,33.09980,0.69090,-0.56320,0.45290,-0.01700
10.10940,27.87500,6.31250,-0.50040,-0.55960,0.05090,11.04100,-9.70430,27.82030,0.69230,-0.56090,0.45360,-0.01500
10.09380,27.85940,6.29690,-0.49010,-0.56710,0.05110,14.76410,-5.15710,22.99850,0.69380,-0.55860,0.45430,-0.01370
10.07810,27.82810,6.25000,-0.48680,-0.57440,0.05230,18.48730,0.27500,18.45140,0.69520,-0.55630,0.45510,-0.01320
10.09380,27.70310,6.18750,-0.49470,-0.58170,0.05450,20.53200,5.06620,13.90430,0.69640,-0.55400,0.45590,-0.01320
10.00000,27.57810,6.01560,-0.51140,-0.59850,0.05430,20.13520,8.30110,9.17400,0.69760,-0.55200,0.45660,-0.01370
9.93750,27.40620,5.73440,-0.52640,-0.62130,0.05170,17.93800,10.22370,3.65030,0.69850,-0.55030,0.45720,-0.01450
9.82810,27.20310,5.40620,-0.53320,-0.64560,0.04510,15.13030,11.59700,-2.88040,0.69930,-0.54900,0.45760,-0.01580
9.68750,27.00000,4.98440,-0.53720,-0.67560,0.03130,11.68190,12.66510,-9.93000,0.69980,-0.54830,0.45750,-0.01750
9.60940,26.87500,4.68750,-0.54250,-0.71640,0.00720,6.06660,13.30600,-16.55230,0.70000,-0.54840,0.45700,-0.01970
9.53120,26.70310,4.35940,-0.55650,-0.76300,-0.02750,-3.33280,13.70270,-22.01490,0.69900,-0.55010,0.45640,-0.02230
9.50000,26.59380,3.98440,-0.58320,-0.81520,-0.06500,-16.94360,14.22150,-25.46340,0.69710,-0.55260,0.45600,-0.02420
9.40620,26.39060,3.62500,-0.60840,-0.88000,-0.09910,-33.17900,14.80140,-26.25690,0.69440,-0.55620,0.45580,-0.02550
