hall_1,hall_2,hall_3,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,quat_1,quat_2,quat_3,quat_4
17.00000,39.50000,29.01560,0.40220,-0.64600,0.69340,-0.70830,0.30550,-1.04940,0.91540,-0.34600,-0.20370,-0.03030
16.93750,39.50000,28.95310,0.40290,-0.64060,0.69200,0.05470,0.54960,-1.07990,0.91510,-0.34670,-0.20360,-0.03020
16.92190,39.40620,28.98440,0.40450,-0.63930,0.69280,0.42090,0.54960,-1.11040,0.91480,-0.34730,-0.20400,-0.03030
16.65620,39.14060,28.73440,0.40660,-0.63920,0.69720,0.45140,0.42760,-1.07990,0.91510,-0.34640,-0.20410,-0.03060
16.67190,39.26560,28.62500,0.41030,-0.63980,0.70330,0.60400,0.30550,-0.95780,0.91540,-0.34560,-0.20430,-0.03090
16.85940,39.42190,28.82810,0.41630,-0.64170,0.70790,0.97020,0.18340,-0.86630,0.91550,-0.34480,-0.20490,-0.03130
16.96880,39.46880,28.93750,0.42100,-0.63960,0.70990,1.24480,-0.06070,-0.74420,0.91560,-0.34400,-0.20550,-0.03170
16.89060,39.45310,28.93750,0.42220,-0.63130,0.70750,1.24480,-0.36590,-0.50000,0.91580,-0.34330,-0.20620,-0.03210
16.81250,39.42190,28.87500,0.42120,-0.62430,0.69960,0.93970,-0.51850,-0.19490,0.91580,-0.34260,-0.20690,-0.03250
16.85940,39.42190,28.87500,0.41870,-0.62250,0.69190,0.32930,-0.39640,0.04930,0.91570,-0.34230,-0.20780,-0.03290
16.93750,39.48440,28.93750,0.41550,-0.62520,0.68870,-0.28100,-0.15230,0.07980,0.91540,-0.34260,-0.20860,-0.03310
16.98440,39.50000,28.98440,0.41330,-0.62930,0.68890,-0.64720,0.15290,0.01880,0.91510,-0.34340,-0.20870,-0.03300
17.01560,39.54690,29.01560,0.41240,-0.63230,0.68950,-0.79980,0.33600,-0.01180,0.91480,-0.34420,-0.20860,-0.03280
16.96880,39.51560,29.06250,0.41170,-0.63310,0.69100,-0.95240,0.36650,0.01880,0.91470,-0.34500,-0.20800,-0.03240
16.95310,39.51560,29.04690,0.40920,-0.63350,0.69610,-1.16600,0.33600,0.07980,0.91490,-0.34480,-0.20730,-0.03220
16.92190,39.48440,29.04690,0.40610,-0.63330,0.70130,-1.25760,0.33600,0.17130,0.91520,-0.34460,-0.20650,-0.03210
16.96880,39.53120,29.06250,0.40500,-0.63220,0.70240,-1.22710,0.30550,0.32390,0.91550,-0.34430,-0.20590,-0.03200
