hall_1,hall_2,hall_3,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,quat_1,quat_2,quat_3,quat_4
19.40620,39.81250,29.37500,-0.88350,-0.09180,0.40140,0.93970,-2.56310,-0.04230,0.82490,-0.15870,0.51850,0.15980
19.32810,39.78120,29.29690,-0.87970,-0.09270,0.40150,1.85520,-2.74630,-0.25590,0.82540,-0.15810,0.51780,0.15990
19.20310,39.76560,29.07810,-0.86940,-0.09850,0.40090,2.19090,-2.62420,-0.43900,0.82580,-0.15860,0.51710,0.15940
19.14060,39.60940,29.21880,-0.86090,-0.10020,0.40380,1.85520,-2.28850,-0.22540,0.82630,-0.15870,0.51640,0.15910
19.23440,39.79690,29.17190,-0.86420,-0.09880,0.41140,0.97020,-1.28140,0.41550,0.82680,-0.15870,0.51570,0.15900
19.31250,39.90620,29.26560,-0.87780,-0.10010,0.42090,-0.49470,0.24450,1.08690,0.82720,-0.15870,0.51500,0.15910
19.35940,39.87500,29.35940,-0.89100,-0.10310,0.42530,-1.99000,1.37360,1.33100,0.82750,-0.15890,0.51450,0.15910
19.39060,39.89060,29.32810,-0.89480,-0.10140,0.42120,-2.72240,1.58720,0.99530,0.82770,-0.15930,0.51390,0.15910
19.42190,39.92190,29.28120,-0.89100,-0.09420,0.41250,-2.56990,0.97690,0.38500,0.82730,-0.15900,0.51460,0.15960
19.42190,39.96880,29.32810,-0.88760,-0.08560,0.40520,-1.80690,0.15290,-0.07280,0.82700,-0.15860,0.51510,0.16000
19.45310,40.00000,29.31250,-0.88350,-0.08040,0.39820,-0.73880,-0.48800,-0.37800,0.82670,-0.15820,0.51560,0.16040
19.45310,40.06250,29.35940,-0.87630,-0.07940,0.39170,0.35980,-0.85420,-0.62210,0.82630,-0.15780,0.51620,0.16060
19.46880,40.07810,29.35940,-0.87170,-0.07760,0.39390,1.12280,-1.03730,-0.68320,0.82610,-0.15720,0.51670,0.16090
19.53120,40.09380,29.39060,-0.87580,-0.07460,0.40710,1.27540,-0.97620,-0.34750,0.82620,-0.15630,0.51660,0.16140
19.50000,40.04690,29.34380,-0.88440,-0.07630,0.42240,0.93970,-0.67110,0.14080,0.82650,-0.15560,0.51630,0.16170
19.48440,40.07810,29.35940,-0.88800,-0.08610,0.42770,0.48190,-0.24380,0.41550,0.82690,-0.15530,0.51570,0.16190
19.53120,40.09380,29.42190,-0.88260,-0.09780,0.42130,0.35980,0.36650,0.41550,0.82720,-0.15560,0.51510,0.16160
19.51560,40.07810,29.43750,-0.87870,-0.10310,0.41750,0.54290,1.12950,0.35440,0.82750,-0.15610,0.51470,0.16120
19.37500,39.93750,29.32810,-0.88680,-0.10140,0.42310,0.39040,1.92290,0.32390,0.82770,-0.15660,0.51430,0.16090
19.32810,39.87500,29.25000,-0.90070,-0.09900,0.43020,-0.40310,2.35020,0.11030,0.82800,-0.15680,0.51380,0.16070
19.26560,39.89060,29.21880,-0.90820,-0.10190,0.43430,-1.71540,1.92290,-0.50000,0.82830,-0.15730,0.51330,0.16040
19.37500,40.00000,29.29690,-0.89560,-0.10270,0.44650,-3.88210,1.58720,-1.41560,0.82860,-0.15770,0.51270,0.16040
19.32810,39.98440,29.31250,-0.86280,-0.09610,0.46960,-8.21560,5.24940,-1.72080,0.82870,-0.15830,0.51230,0.16070
19.25000,39.81250,29.10940,-0.82630,-0.09370,0.48400,-14.77690,18.64660,-0.25590,0.82800,-0.15950,0.51280,0.16110
18.98440,39.50000,28.75000,-0.81170,-0.09980,0.42830,-18.65260,43.24370,2.70430,0.82620,-0.16130,0.51510,0.16150
18.56250,38.95310,28.18750,-0.80780,-0.11210,0.30200,-14.34960,68.29870,5.96970,0.82240,-0.16340,0.52040,0.16140
17.87500,38.21880,27.26560,-0.78970,-0.11940,0.22150,-5.16380,74.58530,9.75390,0.81840,-0.16470,0.52640,0.16110
17.00000,37.25000,26.21880,-0.78730,-0.11950,0.26450,-0.58620,58.56360,15.97940,0.81520,-0.16530,0.53120,0.16120
15.70310,35.76560,24.53120,-0.82850,-0.14130,0.38830,-4.55350,40.13090,25.62300,0.81320,-0.16540,0.53380,0.16230
14.25000,33.92190,22.23440,-0.90950,-0.16060,0.45680,-8.73440,44.95270,34.07640,0.81090,-0.16530,0.53670,0.16430
12.59380,31.34380,19.34380,-0.94520,-0.15490,0.45210,-7.54420,57.37340,35.72430,0.80800,-0.16530,0.54060,0.16610
10.85940,27.84380,15.53120,-0.99140,-0.12370,0.40710,0.05470,82.30620,32.52000,0.80400,-0.16540,0.54630,0.16680
9.21880,23.78120,11.09380,-1.03680,-0.07880,0.35610,7.07370,88.74540,22.20500,0.79910,-0.16500,0.55360,0.16690
7.59380,19.62500,6.56250,-1.03580,-0.04270,0.31420,9.69820,86.24300,8.89940,0.79450,-0.16490,0.56040,0.16600
6.43750,15.79690,2.57810,-0.99360,-0.00800,0.27530,6.55490,78.55260,-3.52130,0.79040,-0.16530,0.56650,0.16470
5.51560,12.40620,-0.71880,-0.96900,0.01460,0.22920,-2.56990,62.22570,-14.11090,0.78700,-0.16670,0.57110,0.16320
4.85940,9.48440,-3.32810,-0.91950,-0.00520,0.20250,-13.03740,45.13580,-19.75660,0.78440,-0.16890,0.57430,0.16210
4.46880,7.35940,-5.34380,-0.89100,-0.02680,0.20480,-18.65260,30.60950,-17.31520,0.78240,-0.17120,0.57650,0.16160
4.31250,6.21880,-6.68750,-0.91120,-0.03230,0.22190,-16.91310,18.34140,-10.72340,0.78100,-0.17280,0.57790,0.16180
4.34380,6.14060,-7.37500,-0.94140,-0.04250,0.23430,-10.41290,8.39270,-5.10820,0.78010,-0.17350,0.57880,0.16220
4.65620,6.93750,-7.35940,-0.96390,-0.06310,0.24380,-2.99710,-2.68520,-1.32400,0.77980,-0.17350,0.57920,0.16250
4.98440,8.25000,-7.03120,-0.97440,-0.07260,0.25590,3.10640,-14.40400,1.54460,0.78010,-0.17280,0.57880,0.16280
5.59380,10.17190,-6.26560,-0.96290,-0.06960,0.25660,6.18870,-22.09440,2.97900,0.78080,-0.17170,0.57810,0.16330
6.43750,12.59380,-5.07810,-0.93400,-0.06710,0.24620,5.51730,-25.51240,2.30760,0.78170,-0.17070,0.57700,0.16370
7.50000,15.42190,-3.48440,-0.91610,-0.06950,0.24160,1.58050,-28.77770,0.26290,0.78270,-0.17020,0.57570,0.16410
8.71880,18.46880,-1.39060,-0.92640,-0.07650,0.25460,-4.67560,-35.67470,-2.02590,0.78410,-0.17030,0.57370,0.16460
9.98440,21.48440,1.10940,-0.95200,-0.08240,0.28170,-11.20630,-45.62350,-4.28420,0.78620,-0.17140,0.57030,0.16490
11.26560,24.35940,3.95310,-0.97190,-0.08860,0.30680,-15.72290,-53.86320,-6.57300,0.78920,-0.17220,0.56570,0.16590
12.50000,27.00000,7.01560,-0.97110,-0.09960,0.31570,-16.85210,-55.99940,-8.25150,0.79220,-0.17350,0.56090,0.16660
13.59380,29.32810,9.98440,-0.95160,-0.10560,0.30910,-14.99050,-54.04630,-8.92290,0.79470,-0.17490,0.55670,0.16700
14.54690,31.21880,12.81250,-0.92590,-0.10310,0.29920,-12.03030,-51.97110,-9.25860,0.79690,-0.17600,0.55310,0.16730
15.48440,32.82810,15.37500,-0.90450,-0.09610,0.29530,-9.07010,-50.41470,-9.01450,0.79890,-0.17670,0.54990,0.16770
16.31250,34.12500,17.70310,-0.90140,-0.09030,0.30090,-6.10990,-50.32320,-8.31250,0.80090,-0.17680,0.54670,0.16820
17.04690,35.20310,19.70310,-0.90820,-0.09250,0.31870,-3.33280,-51.36080,-7.94630,0.80300,-0.17670,0.54360,0.16870
17.60940,36.04690,21.40620,-0.91000,-0.10120,0.34430,-1.31860,-51.26920,-7.73270,0.80600,-0.17650,0.53920,0.16880
18.06250,36.75000,22.81250,-0.90620,-0.10910,0.36780,-0.22000,-49.07190,-6.69510,0.80880,-0.17620,0.53500,0.16900
18.32810,37.10940,23.84380,-0.89280,-0.10570,0.37800,-0.18950,-43.67030,-4.49780,0.81130,-0.17570,0.53130,0.16940
18.57810,37.56250,24.67190,-0.86430,-0.09870,0.37390,-1.10500,-35.24750,-2.36160,0.81330,-0.17520,0.52810,0.16990
18.81250,37.85940,25.40620,-0.83600,-0.09950,0.36840,-1.71540,-27.64860,-1.20200,0.81500,-0.17490,0.52550,0.17030
18.92190,38.07810,25.92190,-0.82360,-0.10980,0.36850,-1.25760,-21.33150,-1.04940,0.81640,-0.17490,0.52330,0.17040
18.95310,38.18750,26.28120,-0.81620,-0.11840,0.37750,0.45140,-13.18330,-1.14090,0.81740,-0.17500,0.52180,0.17030
18.89060,38.21880,26.40620,-0.82580,-0.11440,0.39820,1.64160,-5.24870,-0.28640,0.81810,-0.17490,0.52080,0.17020
18.87500,38.29690,26.39060,-0.86020,-0.10920,0.41950,0.26830,0.03080,1.78880,0.81850,-0.17470,0.52020,0.17030
18.75000,38.17190,26.31250,-0.88680,-0.10970,0.43480,-1.99000,4.66950,3.65030,0.81860,-0.17460,0.52000,0.17070
18.60940,38.01560,26.00000,-0.88550,-0.10650,0.43370,-3.85160,11.01720,4.47430,0.81830,-0.17460,0.52020,0.17110
18.59380,37.92190,25.68750,-0.86890,-0.10970,0.39580,-4.64510,19.31800,4.81000,0.81770,-0.17510,0.52090,0.17120
18.31250,37.57810,25.35940,-0.85050,-0.13180,0.34870,-2.23420,24.78060,5.72550,0.81630,-0.17610,0.52290,0.17090
18.06250,37.25000,24.81250,-0.84610,-0.14730,0.35300,1.67210,22.94950,8.50260,0.81510,-0.17670,0.52460,0.17050
17.51560,36.48440,24.01560,-0.85600,-0.13490,0.40650,2.00780,21.60680,13.17180,0.81440,-0.17650,0.52580,0.17080
16.64060,35.25000,22.70310,-0.86730,-0.10700,0.44270,-2.26470,34.24110,18.42090,0.81290,-0.17620,0.52790,0.17180
15.50000,33.51560,20.70310,-0.87120,-0.09600,0.41850,-5.77420,60.57770,22.96800,0.81000,-0.17620,0.53190,0.17290
14.18750,31.12500,18.12500,-0.85180,-0.10850,0.34180,-2.84450,87.06700,26.14180,0.80560,-0.17730,0.53820,0.17290
12.75000,28.09380,15.20310,-0.83110,-0.12340,0.29640,4.29660,100.34210,29.55980,0.80030,-0.17790,0.54600,0.17280
11.20310,24.56250,12.07810,-0.88440,-0.12260,0.33050,8.14180,96.16120,34.62570,0.79550,-0.17780,0.55290,0.17280
9.65620,20.75000,8.78120,-0.99260,-0.09220,0.37090,9.97290,86.21250,37.92160,0.79130,-0.17630,0.55910,0.17380
8.28120,17.25000,5.56250,-1.07450,-0.03090,0.35480,14.70310,81.29920,34.71720,0.78690,-0.17400,0.56570,0.17480
7.10940,14.15620,2.73440,-1.09630,0.01050,0.29550,17.51070,74.55480,25.43990,0.78270,-0.17210,0.57200,0.17500
6.26560,11.70310,0.45310,-1.06350,0.00770,0.22890,14.33690,56.51890,14.30100,0.77940,-0.17100,0.57680,0.17460
5.75000,10.00000,-1.18750,-0.99650,0.00280,0.17690,9.51510,31.21980,3.86400,0.77750,-0.17040,0.57980,0.17410
5.46880,9.07810,-2.23440,-0.90800,0.00860,0.15090,6.61590,9.76600,-4.95560,0.77670,-0.17020,0.58110,0.17350
5.37500,8.93750,-2.75000,-0.83840,0.01320,0.15920,5.21210,-3.17350,-9.13650,0.77670,-0.16990,0.58140,0.17290
5.53120,9.46880,-2.71880,-0.84070,0.00630,0.20390,4.75440,-11.01650,-7.30550,0.77710,-0.16920,0.58110,0.17280
5.89060,10.65620,-2.20310,-0.90660,-0.00740,0.25800,5.51730,-16.05190,-3.18560,0.77800,-0.16800,0.58010,0.17310
6.43750,12.34380,-1.31250,-0.97320,-0.01990,0.28230,6.82960,-19.68350,-1.72080,0.77910,-0.16650,0.57890,0.17360
7.37500,14.92190,-0.03120,-0.99850,-0.03430,0.27860,8.29440,-27.52650,-4.43680,0.78040,-0.16510,0.57750,0.17380
8.68750,18.12500,1.98440,-0.99100,-0.05320,0.26700,9.48460,-41.44250,-9.77740,0.78230,-0.16430,0.57530,0.17330
