hall_1,hall_2,hall_3,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,quat_1,quat_2,quat_3,quat_4
16.37500,37.65620,24.42190,-0.17850,-0.90730,0.32960,-16.57740,-1.18990,0.65960,0.77370,-0.50140,0.28640,-0.26060
16.35940,37.71880,24.43750,-0.18240,-0.90740,0.33140,-17.85920,-1.00680,0.56810,0.77340,-0.50190,0.28700,-0.25990
16.37500,37.62500,24.50000,-0.18340,-0.91610,0.33210,-19.38500,-1.06780,0.17130,0.77300,-0.50260,0.28730,-0.25920
16.00000,37.35940,24.12500,-0.18120,-0.92570,0.33080,-21.03300,-1.37300,-0.65260,0.77220,-0.50410,0.28700,-0.25920
16.25000,37.56250,24.23440,-0.17910,-0.92650,0.32520,-22.55890,-1.89180,-1.72080,0.77090,-0.50630,0.28690,-0.25900
16.37500,37.70310,24.34380,-0.17840,-0.92400,0.31710,-23.99320,-2.56310,-2.78890,0.76940,-0.50860,0.28730,-0.25840
16.42190,37.70310,24.40620,-0.17760,-0.92280,0.31160,-25.45800,-3.14300,-3.76540,0.76790,-0.51100,0.28780,-0.25780
16.43750,37.71880,24.42190,-0.17580,-0.92240,0.30700,-26.61770,-3.47870,-4.58940,0.76620,-0.51360,0.28800,-0.25730
16.43750,37.73440,24.39060,-0.17280,-0.92570,0.30020,-27.13650,-3.63130,-5.16920,0.76450,-0.51620,0.28800,-0.25700
16.42190,37.76560,24.35940,-0.16930,-0.93430,0.29650,-27.04500,-3.78390,-5.41340,0.76290,-0.51890,0.28780,-0.25680
16.39060,37.76560,24.35940,-0.16900,-0.94120,0.29780,-26.12940,-3.75330,-5.47440,0.76170,-0.52090,0.28710,-0.25690
16.40620,37.76560,24.35940,-0.17180,-0.94170,0.30060,-24.02370,-3.05140,-5.32180,0.76100,-0.52220,0.28710,-0.25660
16.43750,37.78120,24.35940,-0.17560,-0.94180,0.30140,-21.12450,-1.73920,-4.83350,0.76040,-0.52310,0.28720,-0.25620
16.37500,37.73440,24.25000,-0.17780,-0.94440,0.30100,-18.53050,-0.36590,-4.25370,0.75990,-0.52380,0.28750,-0.25580
16.40620,37.70310,24.31250,-0.17810,-0.94560,0.30030,-17.06570,0.45810,-3.94850,0.75950,-0.52440,0.28780,-0.25560
16.39060,37.71880,24.28120,-0.17830,-0.94500,0.29760,-16.76050,0.54960,-4.00960,0.75910,-0.52500,0.28810,-0.25530
16.42190,37.71880,24.28120,-0.17640,-0.94670,0.29220,-16.91310,0.18340,-4.22320,0.75860,-0.52560,0.28840,-0.25500
16.45310,37.78120,24.32810,-0.17180,-0.95120,0.28720,-16.91310,-0.27430,-4.46730,0.75820,-0.52630,0.28840,-0.25490
16.45310,37.78120,24.35940,-0.16610,-0.95520,0.28130,-16.48590,-0.57950,-4.65040,0.75710,-0.52800,0.28800,-0.25520
16.45310,37.78120,24.32810,-0.16260,-0.95500,0.27360,-15.75340,-0.82360,-4.71150,0.75580,-0.52980,0.28780,-0.25540
16.43750,37.71880,24.34380,-0.16250,-0.95100,0.26750,-15.14310,-1.12880,-4.43680,0.75460,-0.53150,0.28790,-0.25520
16.46880,37.73440,24.34380,-0.16410,-0.94690,0.26480,-14.50220,-1.28140,-3.82650,0.75350,-0.53300,0.28840,-0.25480
16.45310,37.73440,24.34380,-0.16380,-0.94420,0.26350,-13.67830,-0.97620,-3.03300,0.75290,-0.53380,0.28930,-0.25400
16.45310,37.75000,24.31250,-0.16190,-0.94830,0.26300,-12.97630,-0.51850,-2.14800,0.75230,-0.53480,0.28870,-0.25440
16.50000,37.81250,24.29690,-0.15930,-0.95760,0.26680,-12.61010,-0.18280,-1.41560,0.75190,-0.53550,0.28830,-0.25460
16.50000,37.79690,24.31250,-0.15820,-0.96190,0.27200,-12.67120,0.36650,-0.92730,0.75160,-0.53590,0.28800,-0.25470
16.54690,37.78120,24.28120,-0.16170,-0.96090,0.27410,-13.25100,1.34310,-0.31690,0.75140,-0.53630,0.28810,-0.25460
16.56250,37.75000,24.28120,-0.16870,-0.96440,0.27070,-14.50220,2.71640,0.65960,0.75110,-0.53650,0.28880,-0.25410
