hall_1,hall_2,hall_3,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,quat_1,quat_2,quat_3,quat_4
19.18750,39.85940,27.54690,-0.51860,-0.12920,0.83950,0.17670,0.82430,0.96480,0.95920,-0.05580,0.27440,-0.03880
19.15620,39.79690,27.50000,-0.51750,-0.12980,0.84110,0.45140,1.00740,0.87320,0.95940,-0.05620,0.27370,-0.03890
18.73440,39.51560,27.21880,-0.51910,-0.13030,0.84390,0.90910,1.16000,0.81220,0.95950,-0.05670,0.27310,-0.03910
19.01560,39.71880,27.35940,-0.52140,-0.12940,0.84490,1.06170,1.31260,0.59860,0.95930,-0.05600,0.27390,-0.03880
18.98440,39.79690,27.26560,-0.52400,-0.12750,0.84590,0.75660,1.46520,0.29340,0.95920,-0.05520,0.27460,-0.03860
19.23440,40.03120,27.53120,-0.52640,-0.12490,0.84910,0.32930,1.55670,0.11030,0.95920,-0.05420,0.27480,-0.03830
19.35940,40.14060,27.65620,-0.52640,-0.12090,0.85050,0.02410,1.37360,0.17130,0.95930,-0.05320,0.27470,-0.03810
19.32810,40.17190,27.68750,-0.52370,-0.11610,0.84860,-0.22000,0.94640,0.38500,0.95940,-0.05230,0.27450,-0.03780
19.35940,40.18750,27.70310,-0.52150,-0.11380,0.84690,-0.34210,0.42760,0.69010,0.95950,-0.05150,0.27420,-0.03750
19.40620,40.18750,27.71880,-0.52000,-0.11560,0.84580,-0.28100,0.06140,1.11740,0.95970,-0.05080,0.27370,-0.03720
19.32810,39.98440,27.71880,-0.51870,-0.12180,0.84590,-0.25050,-0.09120,1.54460,0.95990,-0.05150,0.27320,-0.03730
19.23440,40.04690,27.50000,-0.51930,-0.12930,0.84980,-0.40310,-0.18280,1.78880,0.95990,-0.05240,0.27280,-0.03750
19.34380,40.14060,27.59380,-0.52360,-0.13460,0.85800,-0.73880,-0.48800,1.81930,0.95990,-0.05340,0.27260,-0.03760
19.40620,40.18750,27.67190,-0.53170,-0.13970,0.87010,-1.41020,-1.34240,1.51410,0.95990,-0.05440,0.27230,-0.03770
19.32810,40.15620,27.71880,-0.54090,-0.14530,0.88110,-2.96660,-2.83780,0.62910,0.95990,-0.05560,0.27210,-0.03780
19.18750,40.01560,27.60940,-0.54950,-0.15070,0.89250,-5.68260,-4.79090,-0.89680,0.95990,-0.05700,0.27190,-0.03800
19.09380,39.96880,27.54690,-0.56180,-0.16410,0.91660,-9.68050,-7.17130,-3.18560,0.95990,-0.05890,0.27130,-0.03820
19.09380,39.90620,27.53120,-0.57510,-0.18250,0.95290,-15.02100,-10.46720,-6.45100,0.96000,-0.06130,0.27030,-0.03860
19.03120,39.90620,27.56250,-0.58520,-0.19130,0.98200,-21.88750,-15.71620,-10.11310,0.96030,-0.06430,0.26870,-0.03920
19.00000,39.89060,27.59380,-0.60670,-0.19150,1.00890,-30.37140,-21.27040,-13.37850,0.96050,-0.06820,0.26690,-0.03970
18.90620,39.87500,27.62500,-0.63870,-0.19610,1.02980,-36.53590,-24.16960,-15.66730,0.96050,-0.07210,0.26560,-0.04010
18.67190,39.79690,27.64060,-0.68580,-0.22080,1.03690,-33.85040,-20.84320,-16.49130,0.96050,-0.07570,0.26470,-0.04060
18.56250,39.87500,27.75000,-0.78020,-0.25820,1.09440,-26.22100,-9.52120,-16.58280,0.96020,-0.07850,0.26470,-0.04130
18.51560,39.95310,28.01560,-0.93210,-0.25150,1.24700,-24.38990,3.41830,-14.81280,0.95970,-0.08080,0.26590,-0.04190
18.46880,40.00000,28.23440,-1.11510,-0.14950,1.44430,-33.91140,10.92560,-7.64120,0.95900,-0.08320,0.26760,-0.04160
18.39060,40.01560,28.35940,-1.26080,-0.01300,1.58960,-57.95930,17.09020,4.41330,0.95810,-0.08710,0.26980,-0.03970
18.29690,40.07810,28.37500,-1.30400,0.03560,1.62830,-97.51000,31.00620,18.84810,0.95660,-0.09390,0.27340,-0.03580
18.46880,40.28120,28.53120,-1.26730,-0.05680,1.61060,-144.04930,56.73250,37.03660,0.95410,-0.10410,0.27940,-0.02940
18.50000,40.37500,28.71880,-1.20280,-0.27100,1.59020,-181.46390,91.33940,59.95530,0.95010,-0.11680,0.28860,-0.02060
18.71880,40.51560,28.93750,-1.12450,-0.54390,1.58330,-193.45731,128.14360,82.11100,0.94460,-0.13130,0.30080,-0.01040
18.95310,40.67190,29.18750,-1.05360,-0.76100,1.61410,-167.63940,162.93370,97.61400,0.93820,-0.14320,0.31500,-0.00010
19.12500,40.64060,29.34380,-1.02470,-0.76740,1.63060,-104.98680,198.08990,105.85370,0.93140,-0.14950,0.33180,0.00860
19.20310,40.71880,29.35940,-1.03490,-0.55830,1.57310,-30.64600,242.03520,109.97360,0.92390,-0.14890,0.35200,0.01520
19.28120,40.71880,29.42190,-1.03730,-0.28740,1.45810,18.51780,292.81650,107.98990,0.91500,-0.14390,0.37640,0.01960
19.35940,40.70310,29.45310,-0.99730,-0.10330,1.32160,22.27150,334.50351,97.21720,0.90400,-0.13880,0.40380,0.02270
19.35940,40.71880,29.45310,-0.91200,-0.07690,1.16830,-12.03030,356.84241,82.32470,0.89090,-0.13690,0.43230,0.02540
19.45310,40.70310,29.43750,-0.79450,-0.16550,0.96170,-62.44530,361.99979,69.26310,0.87620,-0.13960,0.46030,0.02890
19.57810,40.71880,29.48440,-0.65590,-0.28480,0.71650,-108.83210,357.36121,61.26750,0.86030,-0.14630,0.48720,0.03350
19.65620,40.76560,29.51560,-0.51700,-0.38540,0.48510,-138.43410,348.29749,59.00920,0.84330,-0.15570,0.51290,0.03890
19.75000,40.75000,29.50000,-0.40460,-0.46700,0.25390,-148.13870,339.08109,62.30510,0.82550,-0.16570,0.53760,0.04500
19.87500,40.87500,29.42190,-0.32670,-0.53260,0.01370,-145.63631,333.00809,70.51440,0.80690,-0.17490,0.56180,0.05150
20.04690,40.98440,29.48440,-0.26990,-0.56430,-0.19690,-143.10330,326.35529,84.67450,0.78770,-0.18300,0.58530,0.05900
20.28120,41.10940,29.54690,-0.23340,-0.57490,-0.36770,-146.18559,311.40170,106.70820,0.76810,-0.18980,0.60770,0.06830
20.43750,41.18750,29.65620,-0.23640,-0.59930,-0.48340,-149.75610,283.69171,135.02850,0.74910,-0.19490,0.62810,0.08010
20.53120,41.26560,29.64060,-0.25690,-0.60510,-0.53060,-147.65041,244.04939,167.62131,0.73130,-0.19770,0.64600,0.09440
20.56250,41.21880,29.71880,-0.29770,-0.56710,-0.52570,-138.73930,199.28011,203.93719,0.71520,-0.19720,0.66120,0.11130
20.54690,41.18750,29.62500,-0.34330,-0.49300,-0.48990,-119.48270,155.88409,240.52780,0.70120,-0.19280,0.67400,0.12990
20.65620,41.18750,29.53120,-0.35130,-0.36740,-0.44840,-84.44850,113.19000,274.03610,0.68930,-0.18360,0.68480,0.14920
20.84380,41.34380,29.56250,-0.35480,-0.20440,-0.38100,-36.59700,68.32920,306.84250,0.67990,-0.16880,0.69350,0.16830
21.07810,41.46880,29.67190,-0.37620,0.00070,-0.24940,13.36030,23.49890,340.86960,0.67280,-0.14780,0.70040,0.18710
21.28120,41.57810,29.70310,-0.40900,0.29690,-0.07770,59.44190,-18.34070,376.17841,0.66780,-0.12030,0.70500,0.20630
21.50000,41.71880,29.75000,-0.43070,0.65510,0.05630,105.79810,-58.25770,411.30411,0.66450,-0.08710,0.70740,0.22480
21.67190,41.79690,29.78120,-0.39430,0.94510,0.10430,156.97600,-91.09460,436.32861,0.66200,-0.04860,0.70780,0.24150
21.84380,41.89060,29.78120,-0.29130,1.09870,0.08080,214.07440,-100.58560,435.65720,0.65920,-0.00660,0.70770,0.25420
22.06250,42.00000,29.78120,-0.15510,1.18790,-0.01280,273.40060,-75.59170,398.30359,0.65430,0.03600,0.70900,0.26060
22.12500,42.09380,29.79690,-0.04650,1.45410,-0.15880,313.59229,-28.56410,329.88321,0.64680,0.07550,0.71290,0.26030
22.14060,42.21880,29.84380,-0.02870,2.01320,-0.27030,305.99341,6.77520,241.47380,0.63810,0.10830,0.71830,0.25530
22.21880,42.25000,29.98440,-0.13620,2.50930,-0.25480,234.42970,8.69780,126.78880,0.63210,0.12970,0.72250,0.24830
22.29690,42.29690,30.10940,-0.31300,2.44360,-0.12130,107.23240,6.53110,-14.59920,0.63050,0.13510,0.72520,0.24140
22.26560,42.25000,30.09380,-0.40570,1.89620,-0.00330,-24.08470,36.10260,-148.63240,0.63140,0.12420,0.72830,0.23580
22.31250,42.26560,30.17190,-0.39220,1.35180,0.01650,-99.37160,73.48670,-240.24609,0.63240,0.10240,0.73250,0.23020
22.25000,42.21880,30.18750,-0.38260,0.99370,-0.02810,-114.66090,82.82500,-287.30429,0.63350,0.07660,0.73690,0.22300
22.21880,42.20310,30.25000,-0.41910,0.77160,-0.09890,-111.45660,71.80820,-306.77451,0.63510,0.05000,0.74050,0.21420
22.20310,42.21880,30.34380,-0.46330,0.59120,-0.17250,-115.94270,59.17390,-318.64581,0.63700,0.02250,0.74280,0.20480
22.17190,42.23440,30.45310,-0.47110,0.39560,-0.23910,-126.74590,46.41760,-333.26370,0.63930,-0.00650,0.74380,0.19490
22.12500,42.28120,30.59380,-0.41610,0.22430,-0.31340,-140.35670,36.86560,-344.37210,0.64170,-0.03710,0.74340,0.18470
22.06250,42.31250,30.68750,-0.31520,0.04690,-0.38020,-155.82910,42.75550,-343.54819,0.64300,-0.06880,0.74240,0.17510
21.87500,42.17190,30.67190,-0.23780,-0.24460,-0.38840,-160.68140,65.18590,-330.66971,0.64210,-0.10060,0.74170,0.16590
21.87500,42.28120,30.68750,-0.25490,-0.68320,-0.31190,-131.32350,85.05280,-308.36139,0.63950,-0.12970,0.74160,0.15560
21.95310,42.35940,30.84380,-0.37950,-1.21750,-0.16660,-63.14720,80.62780,-276.28741,0.63720,-0.15270,0.74180,0.14270
21.98440,42.45310,30.90620,-0.57910,-1.71570,0.01380,18.48730,45.13580,-231.42661,0.63740,-0.16760,0.74120,0.12750
22.00000,42.50000,30.98440,-0.76010,-1.99180,0.14990,80.74310,-13.18330,-172.89380,0.64140,-0.17460,0.73850,0.11230
22.03120,42.59380,31.10940,-0.80740,-2.11840,0.17240,97.92450,-64.57490,-107.46420,0.64830,-0.17580,0.73400,0.10040
22.03120,42.64060,31.23440,-0.73400,-2.18910,0.11580,69.78730,-79.28430,-47.52760,0.65500,-0.17470,0.72920,0.09390
22.07810,42.70310,31.31250,-0.62570,-2.16150,0.05850,24.07200,-69.18300,6.67160,0.65980,-0.17280,0.72530,0.09320
22.14060,42.70310,31.31250,-0.53260,-2.05280,0.02970,-12.21340,-58.62390,59.77220,0.66290,-0.16970,0.72260,0.09780
22.15620,42.67190,31.26560,-0.50440,-1.85990,0.02170,-29.36430,-51.11660,108.29510,0.66490,-0.16470,0.72080,0.10610
22.20310,42.68750,31.23440,-0.54940,-1.61230,0.03740,-30.37140,-46.35590,150.28729,0.66600,-0.15700,0.71980,0.11680
22.26560,42.67190,31.23440,-0.62210,-1.33270,0.06460,-23.07770,-45.89810,184.80270,0.66680,-0.14680,0.71920,0.12910
22.26560,42.67190,31.21880,-0.67700,-1.03230,0.07510,-14.99050,-50.20110,210.46800,0.66740,-0.13440,0.71850,0.14230
22.29690,42.68750,31.18750,-0.68590,-0.72030,0.06760,-8.67340,-58.37980,226.85590,0.66830,-0.12040,0.71730,0.15620
22.32810,42.67190,31.20310,-0.65920,-0.41380,0.07060,-3.94310,-66.22280,236.59100,0.66930,-0.10550,0.71550,0.17030
22.29690,42.54690,31.15620,-0.63520,-0.26810,0.07730,-2.26470,-68.78630,240.31419,0.67020,-0.09010,0.71320,0.18450
22.28120,42.53120,31.00000,-0.58370,-0.00390,0.08100,0.32930,-70.80050,247.97411,0.67090,-0.07380,0.71040,0.19930
22.43750,42.65620,31.03120,-0.53190,0.24250,0.07590,4.51020,-67.56560,257.12930,0.67060,-0.05580,0.70770,0.21500
22.57810,42.73440,31.09380,-0.48070,0.47650,0.07530,13.51290,-59.96670,266.43719,0.66910,-0.03680,0.70550,0.23070
22.71880,42.81250,31.12500,-0.46000,0.71180,0.06840,29.93140,-48.61420,270.95380,0.66640,-0.01680,0.70380,0.24530
22.81250,42.87500,31.09380,-0.46870,0.98280,0.04400,52.11760,-30.97500,265.61319,0.66230,0.00390,0.70330,0.25820
22.90620,42.92190,31.10940,-0.47910,1.28560,-0.00450,73.66310,-8.33100,250.75121,0.65670,0.02440,0.70420,0.26870
23.00000,43.04690,31.15620,-0.48560,1.59890,-0.07650,89.10490,12.90930,229.54150,0.64990,0.04400,0.70640,0.27690
23.04690,43.14060,31.15620,-0.46000,1.90380,-0.19510,95.36110,26.33700,203.75410,0.64250,0.06190,0.70930,0.28320
23.07810,43.12500,31.17190,-0.42000,2.17320,-0.35900,91.36330,32.44050,171.89380,0.63530,0.07760,0.71240,0.28790
23.09380,43.06250,31.15620,-0.39550,2.37870,-0.51270,78.85100,36.71300,129.10809,0.62870,0.08970,0.71560,0.29090
23.07810,43.01560,31.15620,-0.36900,2.49230,-0.61910,63.01240,41.59580,74.57320,0.62320,0.09740,0.71900,0.29190
23.04690,43.01560,31.14060,-0.36450,2.49530,-0.67260,49.00490,43.79310,14.88080,0.61920,0.10060,0.72260,0.29050
23.06250,43.01560,31.18750,-0.42930,2.42040,-0.65720,37.04200,35.79740,-41.91240,0.61720,0.09970,0.72590,0.28680
23.04690,43.00000,31.26560,-0.51920,2.27490,-0.58000,22.51560,12.57360,-94.73830,0.61810,0.09530,0.72800,0.28090
23.00000,43.00000,31.28120,-0.57530,2.02690,-0.48450,5.70040,-16.75380,-146.52670,0.62220,0.08730,0.72850,0.27300
22.95310,43.00000,31.31250,-0.59790,1.72070,-0.40590,-7.60530,-39.61150,-194.43930,0.62890,0.07610,0.72760,0.26320
22.85940,42.93750,31.32810,-0.59800,1.40540,-0.35650,-14.71590,-52.94770,-232.64729,0.63710,0.06240,0.72590,0.25150
22.79690,42.93750,31.32810,-0.58840,1.08300,-0.33240,-14.99050,-58.22720,-258.86191,0.64590,0.04710,0.72380,0.23820
22.59380,42.75000,31.35940,-0.57490,0.77340,-0.33540,-9.10060,-60.66860,-274.15121,0.65470,0.03110,0.72140,0.22350
22.42190,42.70310,31.28120,-0.57470,0.48070,-0.35970,-0.73880,-64.36120,-281.41440,0.66340,0.01500,0.71870,0.20740
22.43750,42.82810,31.39060,-0.58830,0.18940,-0.37430,7.40940,-68.93890,-283.64221,0.67210,-0.00110,0.71560,0.19020
