hall_1,hall_2,hall_3,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,quat_1,quat_2,quat_3,quat_4
19.71880,41.39060,30.42190,-0.42360,-0.30560,0.84340,-0.28100,1.25150,-1.11040,0.95870,-0.14000,0.23450,-0.07970
19.64060,41.43750,30.32810,-0.42190,-0.30650,0.84230,0.14620,1.95350,-1.01880,0.95850,-0.14090,0.23440,-0.08010
19.68750,41.40620,30.35940,-0.42140,-0.30420,0.84300,0.87860,2.80790,-0.77470,0.95870,-0.14050,0.23380,-0.08030
19.37500,41.18750,30.20310,-0.42290,-0.29990,0.84530,1.58050,3.54040,-0.53060,0.95880,-0.13950,0.23410,-0.08020
19.32810,41.06250,30.14060,-0.42600,-0.29780,0.84970,2.06880,4.08970,-0.28640,0.95890,-0.13830,0.23450,-0.08010
19.50000,41.29690,30.14060,-0.42970,-0.29870,0.85580,2.28240,4.36430,-0.10330,0.95900,-0.13720,0.23480,-0.08000
19.53120,41.28120,30.25000,-0.43210,-0.30150,0.86220,2.19090,4.30330,-0.04230,0.95910,-0.13620,0.23480,-0.08000
19.53120,41.29690,30.23440,-0.43280,-0.30530,0.86770,1.76360,3.99810,-0.25590,0.95920,-0.13650,0.23430,-0.08030
19.50000,41.28120,30.23440,-0.43300,-0.30510,0.87180,1.21430,3.60140,-0.56110,0.95930,-0.13630,0.23370,-0.08050
19.56250,41.32810,30.26560,-0.43310,-0.30160,0.87650,0.63450,3.02160,-0.77470,0.95950,-0.13560,0.23330,-0.08060
19.57810,41.28120,30.29690,-0.43180,-0.29840,0.88020,-0.00640,2.10600,-0.92730,0.95970,-0.13500,0.23290,-0.08070
19.60940,41.37500,30.28120,-0.42950,-0.29700,0.88070,-0.58620,0.88530,-1.17140,0.95990,-0.13450,0.23240,-0.08070
19.64060,41.40620,30.34380,-0.42810,-0.29880,0.87890,-1.19660,-0.36590,-1.65970,0.96010,-0.13420,0.23150,-0.08090
19.67190,41.45310,30.29690,-0.42810,-0.30370,0.87610,-1.95950,-1.46450,-2.33110,0.96020,-0.13490,0.23060,-0.08130
19.68750,41.46880,30.34380,-0.42960,-0.30950,0.87300,-2.84450,-2.50210,-2.91090,0.96000,-0.13620,0.23050,-0.08160
19.76560,41.46880,30.39060,-0.43090,-0.31130,0.86900,-3.60750,-3.53970,-3.21610,0.95980,-0.13730,0.23060,-0.08190
19.60940,41.29690,30.29690,-0.43010,-0.30780,0.86390,-4.09570,-4.45520,-3.21610,0.95960,-0.13810,0.23100,-0.08190
19.53120,41.23440,30.20310,-0.42810,-0.30080,0.85920,-4.21780,-5.12660,-3.03300,0.95960,-0.13790,0.23130,-0.08180
19.54690,41.25000,30.17190,-0.42570,-0.29420,0.85520,-4.27880,-5.61490,-2.60580,0.95970,-0.13750,0.23120,-0.08160
19.50000,41.17190,30.15620,-0.42050,-0.29160,0.85070,-4.37040,-5.88960,-2.05640,0.95980,-0.13700,0.23090,-0.08140
19.45310,41.14060,30.12500,-0.41410,-0.29570,0.84660,-4.30940,-5.85900,-1.56820,0.96010,-0.13700,0.22960,-0.08140
19.45310,41.18750,30.07810,-0.41010,-0.30500,0.84830,-3.85160,-5.55390,-1.01880,0.96010,-0.13830,0.22880,-0.08160
